Company,Domain,Number of Reviews,Trustscore,Combined_Score,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Company VADER Sentiment Score,Company TextBlob Sentiment Score,Company BERT Sentiment Score,review_id,Review Stars,Review Comment,Review Length,Company Response,VADER Sentiment Score,TextBlob Sentiment Score,BERT Sentiment Score
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,fd2897603dd310620d471681b8d9d644,1,"WARNING!!! DO NOT BANK WITH PNC!!! YOU'VE BEEN WARNED. PNC and BBVA are absolutely horrendous banks to deal with. They made a (an admitted) MISTAKE and froze my bank accounts. After 2 months of nearly daily emails and international phone calls, they are yet to unfreeze my accounts. They have no explanation and simply keep leading me on to think it will happen tomorrow or next week. I've had no access to my money for 2 months but luckily I also bank with another(much better) bank so I'm able to survive. I can't imagine what I would do if I needed my money that's locked up with PNC to pay for my mortgage, car payments, and most importantly food for my family. PNC are an absolute disgrace! Their team members even agree with me that the account was wrongfully frozen but won't take the measures to fix it within an acceptable time frame. I've been specifically dealing with a guy a who is supposedly ""high up"" in the rankings but is completely full of it. He's assured me he would take care of this as soon as possible and that unfreezing an account typically takes 3-5 days max. Hmmmm... 1 month later after being assigned to him and I'm still being fed a bunch of BS with no results. I'm writing this review to inform others so that no one else will have to go through what I'm dealing with now. It's horrendous and no one should wrongfully be kept from their own money. Save yourself the headache of dealing with a horrible bank and go somewhere else.",268,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,15049ed4a6336d580e63e83b6a177d48,1,"WARNING:  I was unfortunate enough to be in the BBVA acquisition and cannot get out of here fast enough.  honestly it is almost as if they are trying to get us to leave.  While BBVA was an absolutely wonderful bank for 20 years, PNC could care less about customer service.  They are so disorganized and careless it is hard to believe that they are in business.  DO NOT TRUST THESE PEOPLE WITH YOUR MONEY!!!!!!!",74,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,3f464c1b5b6388368db5270ae83a4210,1,"Was a BBVA customer. Bought by PNC transition has been miserable.Can't get transferred into my accounts for over a week. Told me they had to email me a PIN. People were nice enough but this is to big a bank to care. We ran into the same problem with them when applying for a mortgage with them last year, communication was horrible and we finally abandoned the app and appraisal and went with someone else who didn't even need the appraisal as so much is available online. I figured when I saw the buyout it would be more of the same , they didn't disappoint.Want good service GO SOMEWHERE ELSE. We will be pulling everything  ASAP.",116,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,9af4d0bbe83f8c3effcdc6b851419425,1,"Was lied to by mortgage sales team to get business.  Then condo team missed a contractual deadline and denied a loan.  It wasn't my fault, lost my earnest money and they just told me they aren't at fault.  Billion dollar a year company can't give a few thousand dollars back to a customer after their sales people lied.  SCUM",59,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,afb2efd56c09dbec4634a9f674fdd313,1,Waste of time and money. Customer service reps could care less as they're reading off of a script half the time. My debit card info got stolen and in left almost a week with no cash access. Sorry excuse for a banking institution,43,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,92a59d1fbf559e0ec0c2e2c6b8f8d225,1,Wasted three months trying to get a HELOC with PNC.  We were lied to regarding rates and length of process.  We had to ask for an apology.  You can make excuses or execute.  They do the former.  Stay away from PNC!,41,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,ef7b049aeb30042aa00786c97c1063d4,1,"We applied to PNC for a new Rental Account Checking to receive the $200 bonus in Alabama before they merged with BB&T.  Everything went through, including giving our Region's checking info to fund the account.  The next day all was canceled.  It was NOT our credit.  Still, they made a small deposit and took it back.  TWICE.  Now we get emails about our account and suggestions to get a $400 bonus.",71,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,d3ee326bd53f98d88d44285a6ad2a81d,1,"We are extremely disappointed with PNC bank. We were recently hacked. The bank did not close. Our debit card got hacked three more times the very next day and now they are not giving our money back. We have to wait 10 days at least until they are done reviewing we’ve spoken to probably five different people and they are not helping so we will be closing our accounts as soon as this is wrapped up, but do not bank with PNC.",82,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,01729282f28331922b9f7d38e507e722,1,"We bought a new vehicle at the end of December 2022. We were waiting until after the first of January 2023 to take out the RMD from our IRA to pay for the car. The car dealer obtained a loan from PNC so we could take the car home that day. We received 2 separate letters from PNC giving us our account number with instructions how to log into our account and that also a PIN number would follow. I was never able to log in and never received a PIN number. I called customer service 4 times, the first 2 reps were rude and talked over me. On the second call, I gave the rep my bank info and paid off this loan thinking I would get a lien release letter-wrong! I had to call 2 more times before I got this escalated to a supervisor that agreed to send me the lien release letter. I cannot say enough bad things about PNC-it is like they are stuck in the 1970's. I will never do any business with PNC again.",181,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,a1173a3672f568d6c628f6702a80ddc1,1,"We currently had an HSA card with this bank. Not only we we charged monthly maintenance fees, but also closure fees and it wasn't disclosed to anyone while doing so. The company who was affiliated with PNC bank already has their own issues to be addressed and now PNC bank is just as bad as them. Do not use this bank for HSA services!!! They are horrible with fees and lack of communication. ",73,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,e5c5036c56071d39ca17bd386d8a88fa,1,"We followed up on an offer to open a business Treasury Checking Acct, because if we maintained a $30,000 balance for 3 bank cycles we would get the $500 reward they were offering.1. It took OVER THREE HOURS to open the account, with 2 new bank reps and the manager trying to get it done.2. When we thought were were at the finish line, we were surprised by a requirement to accept a debit card. We did not want a debit card. We were told without accepting the debit card-- and using it a minimum number of times on qualifying purchases over the next 3 months-- we would not receive the $500 reward. SO-- we took the debit card.3. We were told paper statements would cost us money, so we opted for online only banking. One month later, a mysterious $3.00 charge appeared in our online statement. I called the bank rep to ask what this unexpected fee was, and she said that was the fee that went with that type of account. I asked her to show me where, in any of the website material, that was stated. She couldn't. When I pushed, she said she would have it removed. It wasn't removed.Now suspicious, I challenged the mandatory debit card and asked where THAT requirement was listed. She took a day or so and then got back to me saying there had been a ""miscommunication."" (? We have NEVER had, and said quite clearly we did not WANT a debit card, and there was a miscommunication?) I asked her to cancel the card, which she did.Next, she notified me that using the debit card had reduced our balance below the required $35,000 we had deposited... What? We had deposited more than the required thirty, and I pointed out the required minimum was $30,000, not $35,000. She said she would check on it-- then emailed me the amount was $35,000. I asked for her to direct me to the place in the PNC website that said it was 35, not 30.She stopped responding to my emails. I finally called the PNC customer support line to get this resolved. This representative said the mystery $3.00 fee was for paper statements. I pointed out we had never received a single paper statement. She immediately reversed the charge. (Why wasn't that done when the original rep said she would??)She also confirmed, multiple times and with other PNC people, that the minimum for this reward was, in fact, the $30,000--not $35,000.Won't know for sure for another 3 or 4 months whether--after all this--we actually get the ""reward"" for enduring this crappy experience. PNC withholds the reward for another 90 days after you qualified.PNC will have used our money for 8 months and between the time opening the account and the emails and calls made to correct all of the mistakes, will have sucked down over 4 hours of time. Would not have become a PNC customer had I known--not worth the $500 we MIGHT get....",501,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,77abed8d5ac562436f43e81126e968c9,1,"We had made money orders to pay our rent. We turned them into the complex office and they informed us that they do not accept money orders. So we went to the bank (pnc bank in Walnut Creek Ca) to see if we can deposit the money orders in exchange for a cashiers check. Absolutely worst decision we could've ever made.... the clerk took our money orders and filed them into a fraud case! We had our identification, we had receipts, we had everything to prove that we bought them... but they took our money orders against our will and then when we spoke to the manager, she claimed it's not their fault.... like hellloooo, you guys took our money orders and filled them for fraud! Now, we're out of our entire rent check and they just laughed it off like it wasn't a big deal.... if you value your time and your money. You will stay far away from pnc bank. They will try to get you arrested for simply wanting to use their services to pay bills. I wish I could give a zero star rating. Absolute joke of a bank. They 1000000% don't trust their customers and will do you no good in any aspect of banking",210,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,b696177fccdce4d9d3773e1e3e516795,1,"We have a business account with PNC and originally was with BBVA before they merged. We had over $2000 in cash rewards on our credit cards that were abruptly closed after I paid the balances. Apparently PNC wanted social security numbers of employees' cards even though these were company cards and our obligation to pay. 3 years we saved up those rewards. That is the thanks we get for staying with PNC after the merge which cost us staff hours to update all of our accounts, purchase new company checks, time with quick book staff to update our payroll, etc. I am beyond disappointed with this financial institution and would NEVER recommend them. ",113,Company has NOT responded to this review.,1,0,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,93522e07c957ab26d799cc1d874074c9,1,We have a low interest loan from car dealership with them. We have automatic draft and they keep kicking it and then sending us late notice. We have added it 3 times. The poor account folks are like robots- can figure anything out. Worst bank ever.,46,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,983f09c1319da3cd2cdf5da3137adff0,1,"We have been with PNC for 20+ years.  I initially pulled my savings and opened an account elsewhere because they had become annoying in how they handled business. Now, I am in a difficult interim, not late on bills…a previous balance transfer offer I had with PNC had been fully paid and on time.  Now, they sent me another balance transfer offer that said “pre-approved”. So I called in because could use it right now.  What do they do after I called and spent time on the phone signing up?! Flat out denied. Said some nonsense about status with Experian. I don’t buy it and don’t care. They had sent me a “pre-approved” offer, I spent my valuable time signing up, and get zero return.  This is absolutely, hands down THE worst banking company! I strongly urge others to stear clear and give your business to a bank that appreciates its customers. And follows thru on their “word”.",158,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,ddfe39d28f2499d20241cee4753c9cd9,1,"We have been with this bank since 2008 when it was Compass Bank, BBVA and now PNC.  We have our business accounts and personal accounts with them.  They still have not been able to link their credit cards to a single account of ours.  THEN a letter arrives stating they're lowering the credit card limit with NO late payment history.  I would HIGHLY recommend putting your money in a mattress before banking with this bank.  Simply put they're terrible to work with and their customer service is NON-EXISTENT! Dang I miss BBVA!",92,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,345e685a770f96c1df9c8e0c606736b7,2,"We loved PNC prior to the pandemic. Once places started to reopen, PNC ""executives"" determined that not all branches need to have tellers. Of course, this affected the one by my office. You can only deposit at the ATM machine, & 50% of the time the ATM machine is down so you have to drive to another location. As soon as I get the OK from my boss, we will be shopping for a new banking relationship with another bank.",80,Company has NOT responded to this review.,1,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,86245f4903123ce1b65de589aec4d217,1,We pulled our investments and checking account out of this bank. Know one really knows what they are doing. If you need to contact a live person about something then get ready for your blood pressure to rise fast. The terrible service trickles down from poor upper management.,48,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,ba2f9ade80e3bcbc98fc764b99fb94f2,1,"We purchased a Pulte home and the loan was sold to PNC. We have been with them since March. Could not get autopay set up without receiving a letter in the mail from them. Worried about the payment being late. When I spoke to a representative, they told me it wasn’t a big deal for the first 120 days. I was able to make a payment by phone. My husband set up the auto pay and it wasn’t taken out on the due date. I went in and made a payment online. The very following day they took an additional payment out. In May, they took our payment on the due date and the following date as well. When I called them and told them that they had taken an additional $8700 from our account, the representative assured me and I would get a check in the mail, it would go out immediately. Six days later, I still don’t have a check. When I called them again, I was told it would go out in another four days. I asked her about overdrafts and she had no answer. Of course not, it isn’t their problem. This company is very quick to take your money but not return it. I have no idea why they can’t put it back into the account that they took it out of rather than putting a check through the mail.I am waiting for the day, I can refinance out of this bank. ",247,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,19a568c7a8fa555eecee6b37369a69dc,2,"We went to your Milford Delaware branch for a simple Notary Stamp and the service was awful. Either your staff are incompetent or they were just lazy and in all reality didn’t want to do it- specifically the staff member in the office who was rolling her eyes (and it was very obvious) when being approached by the staff member who was trying to assist us. After wasting our time for almost 25 minutes, we were told to go to the library…no thanks: we are account holders at both PNC and M&T (and your competitor) and we were in an out in 5 mins!! ",104,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,82dbda8d5e350f1c768c27711218fb9f,1,"We were selling our mother's house.  (She is 93, blind, & cannot make big financial decisions).  We wanted to open an account for her at PNC to receive the money, using my ""Durable Power of Attorney"" document.  Banker told us it would take 3 days for PNC to approve.  So I start calling then, but nobody answers the phone.  Only way to communicate is by going to the branch in-person, or by e-mail. Many back-and-forths, but after 12 days, still no approval and we are closing on the sale.  Gave up on PNC and put the money into a completely different bank instead.  Note:  we were not asking for a loan, just wanted to deposit a big chunk of money.  Discussed at closing, guess what?  The buyers, the buyers' realtor, and our realtor all were having trouble with PNC!  We had been doing business with BBVA/Compass for 20 years, with few problems, which they always worked out.  But PNC takes over and we try to open a new account, they suddenly don't want our money?  Note:  their personnel were courteous to us, but whoever makes the big decisions - like what phone system to use, how many people to hire in Legal, etc.- that doofus needs to be run off pronto.",211,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,f3c8eb018ee0ff785c9503208e70480d,1,"We've banked with PNC for over forty years.  They closed two of their three area branches a couple of years ago, including our local branch.  As a result, we have to drive quarter of an hour to the next town even to use the ATM.  When I asked them about getting some help with transferring our safe deposit box, they blew me off, and then it took me a lot of effort to get the promised refund of the remaining 10 months of box rental back from them.  The staff in the surviving branch are nice enough, but limited in what they can do for you, as they've had no branch manager for most of the last 2-3 years.  The corporation is clearly very ""top down"" and does not provide the branch and staff the resources and support they need.  As a result, the customer service is very limited.  Self-destruction of what used to be a decent bank for consumers.",160,Company has NOT responded to this review.,1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c915f4167a70a9d00e3ce573bbced62a,1,"Well it the same story on line banking just on paper only  but not really exist  after spending 2 weeks open on line account ,  now I am not  able to get to log in account - simply not working . it is horrible and I am sure how they able to exist",53,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,ee40ddda679c932345657c141c239499,1,"Well, time to change banks Poor customer service from Supervisor Testa when I advised about their automatic service and also below from other customers. I was tired of calling in to pay my card 4 times and it cuts out. Worse automatic phone system . Rep offered to waive interest charge because I called and could not get through - phone hung up and I was away -  but Ms Testa refused. One person can ruin your experience.",78,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,80628287a259e74e10bddc1f1afd805f,1,"Went and deposited a check into my account.. had plenty of money in it. actually I have several accounts with PNC, no problem except the wait for this new teller system, what a mess they have made of doing business, hate this bank.. so I had a check that was drawn on PNCthat I wanted to cash, so she asks for two forms of ID..but she knows I have accounts with them, I just made a deposit into one of my accounts, she would not cash it.. I ask for my check back , she told me to go inside and update my license, which makes no sense, I just showed her my two forms of ID, one was my licensee, been with them for over 25 years, I have credit cards, loans etc....but that means nothing, bad enough people were waiting as well..  Run from this bank and don't look back.. will be closing all my accounts out...I will refinance with another bank...",164,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,e5a635dbc60295d39f692844d341c46e,1,Went in to open account didn't feel very welcomed by Jesus Diaz appears as if he don't like blacks wasn't respected and felt uncomfortable during this visit won't be back if don't like black people he should find another place to work ,42,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,526a9bb2f7a0c6cda92ac5b51805511a,1,"Went in with a check from pnc bank. they wouldn't cash it. Both hickory and granite falls nc branches. had my license in hand. Said they needed 2 forms of Id. my license picture is obviously me. Well I went out. Came back in with a copy of my birth certificate. ""We can't accept that"". Ok. So I got my social security card. ""We don't accept social security cards"" they said they need a debit card or a vehicle registration card. Didn't have either one. on top of that they said they would charge 2% of the check even though the check was already through them. Like seriously. do they expect you to light a hoop and jump through a ring of fire just to do business with them? Never in my life have I had to go through so much b.s. just to cash a check",147,Company has NOT responded to this review.,1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,a3ebe91955f2560e37357e10b78fd874,1,"Went to a local branch to order euros for a trip to ireland.  It was obviously the first time this branch had ever dealt with this before.  I sat through 3 phone calls with PNC support, and waited for an Hour to place the order.  After that i got asked if i wanted to sign up for credit cards!When i got home i checked the receipt to find that the conversion fee was over 7%!  Upon checking PNC's foreign travel page, i see that the markup at foreign ATM's is only $5 + a 3% conversion fee.    So i wasted 1 hour only to pay double what i would have paid at a local ATM.  Airport only charges 5% conversion fee...  what a waste of time and money.  ",128,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c9b914e20815a38cfa21cf3faca532e4,1,"Went to a PNC ATM and got 200 out. The ATM didn't give me any money but still took $200 out of my account and I called this morning and they didn't do anything about it. PNC Bank is scam artists.I needed that money and am broke now and cannot afford this crap right now. Im so screwed. PNC is the worst, incompetent bank. ",64,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,da61b3859e47c3af86568ae178085276,1,"Went to cash a check at video teller machine. Money didn't dispense. Video teller said someone would call me and never did. Call everyday for 4 days and nobody from the branch or customer service knew anything about my $1,200.00. Finally got through to main office in Pittsburgh  and got a call back the next day. They told me they are investigating and it could take 45 days for them to send me a check. I will be filing complaints with every agency I can against pnc. This bank is the worse.",92,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,51d83dfeaa2475c0a7e875a2fe771b56,1,"Went to cash a small check under $40 at the branch on Sawmill Parkway and Powell road. Put in my DRL with the check at drive-thru.  Lady supposedly named Alisar came on screen and said she needed 2 forms of ID since she didn't know me. Told her I have never been asked for more than a DRL and have been coming to this branch over 5 years! Asked for a supervisor and a guy came on screen and just repeated the same line.  Asked for regional mgr and man sent out business card with branch manager's name and number. Called immediately and was then told he was on vacation that day but would  be  back next day, how convenient. No call back from branch manager.  Disgraceful customer service and asking for more than a DRL because this employee did not know me, what a joke. Shopping for  a new bank now. PNC has also closed over 200  branches this year as another former customer mentioned. Guess they have been driving away so many long term customers that they don't need many branches now. STAY AWAY FROM THIS CLOWN SHOW BANK!",191,Company has NOT responded to this review.,1,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,69bd4792abcdef923c880a84932bafeb,1,went to cash my check wanted  half  cash back and deposit  other &they make me deposit  all.. Never had any issues  until til I opened account  with this  bank.,29,Company has NOT responded to this review.,0,0,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,2675d33c804ec6cf85f38ebc647aed61,1,Went to local branch in El Paso Texas. I have 4 different accounts with them.Stood in line only to find out that all the customers in front of me were being told the same thing.Got to the Teller window to be told by the person behind the counter that there was no tellers and the bank had no money!I was told you visit another branch to do my withdrawal!??I ask the person why don't you close the doors and put a sign on it.Never in all my years have ever heard of a bank branch keeping doors open and telling customers that there is no tellers and no money in the bank???Hopefully they still have my money somewhere in their banking system?,122,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,6f39296567ac810675ea75e57ac0cedc,1,"Went to my online access accounts, like I do 2-4 times a day and today    VVV""Your PNC Online, Mobile and Voice Banking access has been suspended.''''Here's what happened:     Your PNC Online, Mobile and Voice Banking access for user ID ending in ********* has been suspended because your user ID and/or password were entered incorrectly too many times."" Before the online banking just shut down for everyone.",66,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,9aeced4ba133f7cd9d4ab2497e2eb722,1,"Went to my PNC bank in Beaumont,Tx and all the drive thru lanes are closed for good,you have to go inside to do business.",24,Company has NOT responded to this review.,0,0,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,f9ee1c24b3a006137d5478ab10320f11,1,"Went to open a high interest savings account and transfer $130k but total failure. Couldn't even complete registering. Site errors and freeze ups. Finally gave up and went to Cap One site and opened an account in 5 min and transfered the $130,000. The extra point interest isnt worth this level of incompetence and frustration. How do they stay in biz? Now I see all of the pitiful reviews and so glad I didn't get to open an account. Their own incompetence saved me from them",86,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,33e501640217de0089c2617a4d1d3f30,1,"Went to open an account with this Bank. The lady told me I needed 2 forms of picture id (wtf ?!), my social security card, and a debit card (chime, cash app). This is some new request !!! I never heard of needing a debit card to open a checking account lol aren’t they supposed to give u one ?! Yeah so I went to Wells Fargo instead ✌️🤣",69,Company has NOT responded to this review.,1,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,bedb90960b78da487a054ac02aaa3774,1,"Went to PNC (Southpoint, Fredericksburg, VA) today to cash a check to me and my wife.  Sat second car in drive thru for at least 10 minutes without moving. so decided to go inside lobby.  Had a check made out to me AND my wife, signed by both of use to cash for 3-figures.  The clerk ""assessed"" that signature for a good 5 minutes, then once it ""passed"" she asked the other teller if she was allowed to cash it without my wife present.  She has been with the branch for at least 30 days... and is horribly undertrained on all duties from what I've seen on this and prior visit.  She was NOT the problem however.  The problem was the person ""working"" the drive thru.  He interjected with attitude to her and to the customer (myself) and basically has also not been trained in proper customer service.  I have been with this branch through probably 3 mergers, name changes, etc.... for the last 25+/- years.  He is also somewhat new (at least at this branch).  While he was mouthing off to me and the clerk, the drive thru buzzer sounded for the client there to ask if ""everything okay in there ??  It's been a while"".  He responded how he was the only one in drive thru... and then went back to trying to argue with me about the situation.  When I FINALLY left the bank (with my money), the SAME car that had been in front of me was sitting in the drive thru waiting for money.  I went promptly to the very next bank down the street (Atlantic Union) and opened an account within about 10 minutes -- while seeing 7 customers helped between the drive thru and the inside tellers at that location.  I will test-drive Atlantic Union for a few months but am CERTAIN that PNC will soon be a distant memory for my family.  They have been a pain since before the Pandemic started, got WAY worse, and don't even see a way to recover on the horizon.",344,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,14d3943f05a2ba65b160abb3fdb894ab,1,Went to the ATM in Murrysville PA because you can never stand in line at least 45 minute wait every time I'm a senior citizen I can't stand that long wanted to withdraw $300 did everything I was supposed to do then I'll give me any money and I do use the phone service I know there was money in there so after I did not receive any money still at the ATM called customer service on the phone couldn't go in the bank cuz you'd have to stand in line for 45 minutes so the consultant puts $300 in under investigation so 15 days go by I see $300 deducted from my account made several phone calls up to a manager at a fit of rage mind you on my senior citizen I don't have a lot of money till this day of May 25th no result as usual never expected any it's always take take!! PNC Bank is the bottom of the barrel and I've been using them for 25 years,173,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,eb8bb309149f41f33b84f07de7d8829d,1,Went to withdraw money from checking teller talked to me about a credit card the teller told me they would transfer my account balance to new which made me interested when talking to manage she stated when you paid the old card off I hate being mislead but that’s exactly what pnc did I’ve been with pnc for years this really sucks ,62,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,2d10bba4a2853767ec2cdb7f19770c33,1,"What a crap hole of a bank.  My auto deposit from 10/22 is still not in my account.  Of course PNC is no help.  Spoke to the teller and got lied to ""it will be deposited after 10PM""...really?  What outfit takes direct deposits and holds them for 12 hours?  Called about it repeatedly, lied to every time, still don't know where my money is.  Luckily we had some money at home or s**t would be bouncing everywhere.  Customer service?  You must be kidding.  Here is is the next business week and nothing resolved.",93,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,8cc936fe8ed118a053dc70d09e90b4b6,1,What a horrible company for fraud. Never in my life have I had such a sh-t experience. PNC needs to be ashamed but I’m sure they are not. For 2 transactions it took almost 3 hours to get refunds and that part I was told won’t happen until tomorrow. I lost track of all the 6 digit codes I received. Then this and then that. We have been with PNC for years but after this we may move on. Just horrible. 🤮🤬😡😭😤,82,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,2f8aab81b63f9515075a970e6efb7af9,1,"What a horrible HORRIBLE bank!  And people who work there that have zero customer service!   I am the POA for my mother and dropped off my legal documents to get on her account and I was told legal review would take 2-5 days.  Had to make many calls to find out what was happening to this simple task.  “Dawn” a so/called banker at the Branch in Kettering, OH, doubt she has any education to be in this position, had my paperwork on her desk all this time and certainly no communication skills. with nothing done on it. It is now 22 days later and finally I come in to sign the signature card and she has put a capital letter in the middle of my last name.  She says that is the way it looked to her on a note when I left the paperwork.  So paperwork had to be redone. I asked why didn’t you check the my name on the legal paperwork I brought in?  Silence. I could go on and on with this person and her rudeness and the totally broken system then have, which centers around having to make appointments and wait for days/weeks to be helped or leaving messages that don’t get returned ever!  Writing the President of the bank and cancelling account.",218,Company has NOT responded to this review.,-1,-1,-1
