Company,Domain,Number of Reviews,Trustscore,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Review Stars,Review Comment,Company Response
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,It is a straight forward process if you want to purchase BTC with cash. ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,My first experience using this company was absolutely horrific however recently they restructured and they reached out and they're asking for a second chance which is pretty cool I was banned after being unhappy that product I purchased was not available but I had no refund options I just had to wait it took maybe 12 to 24 hours but I got it as well as a bonus so that was cool. However the transparency that they're showing now is awesome and I love to give dogs haircuts,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,This is a awesome way to purchase bitcoin the process is so straight and streamlined would recommend to anyone.5 stars,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,I deposited cash at a store to buy Bitcoin .my account was then locked and it's been over week and half with no response from anybody.im starting to think this is a scam.,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,Buyer beware this company or this ATM machine Bitcoin I deposited $70 and had them send by SMS and the other one I have sent to my cash app well needless to say neither deposits have shown up and I'm still waiting an email customer service number is times I've made phone calls numerous times that goes to voicemail if I do not hear anything from anybody soon I will be reaching out to an attorney and then we'll be paying more than $70!!!! PERIOD. I have used this ATM before machine a couple of occasions and this is the first time that this has ever happened but needless to saying and respectfully I will not be using their services to buy any more Bitcoin after this situation.,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Easy to work with and trustworthy! In crypto everyone is always worried about these two things. These guys hit the mark on both! Great job guys. ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Hello, we the customers are having problems getting the authorization code to sign in to our cryptodispensers account  page, can someone look into this and get it done ✅",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Crypto dispensers is definitely worth a sign up.  Easy to use and navigate. Plus, their support team is top notch!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"For a newbie my first time using the ATM to create my account it was easier than I thought, good security measures again was easier than I thought overall the creation of crypto dispensers is a great idea for non tech people like me",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,Recently scammed in Tennessee at Tanger outlets in Sevierville. We will be filing a police report Monday and notifying Tanger.,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Good customer service and secure network for all my needs thanks I appreciate you guys keep up the good work 👍 ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,I've deposited my money at a location and every time I go to buy bitcoin it fails and fails and fails I need my money,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I also made a deposit of 2795 and in two days I have not received my bitcoin in my wallet, so indistinctly I got a call that assured me that I would have my deposit on Sunday or Monday and still nothing",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,This sut sucks I deposited money and I can't send my bitcoin.  I called and emailed them and no response still now my account is blocked,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"You have been a godsend . I have been looking for an easy wayy to buy btc . I stumbled upon you today while googling . It has been the quickest , easiest btc purchase I've made . I will never use libertyx again.  Thank you soo much",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Very professional and easy to use , reliable agents who respond in a timely matter, with detailed personal responses. Would recommend to anyone 10/10.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Very fast and easy to use crypto service and I like that there are many different locations..,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"  Very patient.  Answer any questions,  pertaining to the Crypto Dispenser Platform.  ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,The Ease of the whole experience was simple to complete. self explanatory Thanks for Providing,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"My first purchase using CDReload was very quick and easy to do. If you have cash and want to purchase Bitcoin, this is the way to go!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,Never received my bonus after depositing . I couldn't buy Bitcoin for days after depositing left several messages emails and chats and no one never responded.... horrible .,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I am updating a review that I wrote recently regarding Crypto Dispensers and their customer service. I received a phone call from the company on Tuesday, April 18. They explained to me about some issues they had been having with changes that they were having to make due to the recent economic upheavals and that they were trying to get everything taken care of and get my bitcoin sent out. I was encouraged to believe that I should have my bitcoin by the end of this past week. The call was helpful and amiable on both sides. At the end of the call I requested an email to be sent detailing all that had been discussed so that I would have it in writing. I was assured that I would receive an email that day and they requested my email address. As soon as the call was ended, I immediately sent my email address along with a nice note reminding them to please send me the statement of what had been discussed. A couple of hours later I received a text, assuring me once again that I would get an email that day. On Friday, after not having yet received the email, nor the bitcoin, I went back to the mall where I Initially deposited my money in the crypto dispensers ATM  and I spoke with the specialty leasing manager. She placed a call to crypto dispensers and was not able to reach anyone, but was forced to leave a message, which is what happens every time you call. She stated that they needed to get back with her for the issue to be solved that day. She also sent an email  stating the same thing. Today is the close of Saturday and I have not received the email, nor have I yet received my bitcoin. There has been no response whatsoever to any of our requests for communication.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,A very easy user friendly interfaced platform for crypto investors as beginners or as an experienced trader very impressed both with simplicity and security of the platform thank you crypto dispensers!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,AWESOME!!!!! EASIEST WAY TO BUY BITCOIN WISH I FOUND OUT ABOUT IT BEFORE BUT SO FAR ALL GOOD AND WILL KEEP USING.... THANK YOU SO MUCH!! ;),
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Final update! These people are full of it! After generically responding to my emails reaching out to support to fulfill my reward THAT THEY EMAILED ME OFFERING, they come on this public forum and cunningly respond to my review as if they intended to help. Only to turn around and send the same email saying they haven’t received what they need from me in order to provide the incentive that once again they sought me out to engage in. They emailed me a few days after my first cash load and said hey if u like us write a 5star review and we’ll give u $10. Mind you I’ve been a customer with this company for multiple years and would use the site more if the fees weren’t so high and capabilities so minimal. However they flooded my emails with this promotion to receive $25 for first deposit, when I did it I wasn’t impressed because once again after all the fees you end up earning about $5 give or take some change! I went on about my life and here they come in my email offering an incentive to encourage 5star reviews. They didn’t follow through or respond to my emails so I had to take to this public forum which triggered a response from them. The response was remove my second review or they won’t fulfill the reward and threatened to disable my account for “abusing bonuses” DID I MENTION THEY REACHED OUT TO ME IN AN ATTEMPT TO CONTROL THE NARRATIVE OF MY REVIEW. Needless to say I told them I WILL NOT REMOVE MY REVIEW UNTIL THEY FOLLOW THROUGH ON THEIR END! Their response, sorry to have to do this but it’s come to our attention you are abusing rewards so we are disabling your account! That response came promptly and directed towards me personally not a generic response given by a computer. So they had found time to follow up on this matter when i inboxed them for about 3weeks with limited responses due to them claiming to be a startup business! They’ve been around for at least 3years, their phone number that is published on the internet is no connected but they have personnel available to disable accounts yet no one on their staff to pay their phone bill or get a service they can manage to keep! BAD BUSINESS!!!",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I made a large deposit on Wednesday of last week any amount of $8,500 the money has yet to be credited to my Bitcoin account I have made phone calls text messages and emails and none have been returned I would highly recommend it no one ever uses this company because they're either a scam or they don't care about your money",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"DON’T FALL FOR THIS!!!!Fake platform. They will not help you buy cryptocurrencies. They will only ask you to provide all kinds of weird documents after receiving your wire transfer funds. Then they will hold your funds. Note that they will first give you about one-third of your funds in cryptocurrencies. Then they will hold your funds for up to several weeks. They held my funds for more than 30 working days for this reason. And they did not give me any compensation. Then when you ask them for a refund, they will tell you that the refund will take 60 days to complete. I have already reported this agency to the financial regulator.-------------------------------------------------------------I am glad to see that you responded to my message here in time. Because you still did not reply to my email after receiving all my documents. And you refused to communicate with me by phone. So today I reported the situation to the authorities. So far I have received $40,000 in cryptocurrency. You still owe me $160,000. Please send my cryptocurrency as soon as possible. You have illegally held these funds for more than 72 hours. If I cannot receive all the funds today. I will continue to report this situation to the authorities.----------------------------------------------------------------This scam platform still holds over $100,000 of my funds and has not given me any crypto. They are preparing to give me money. I have already given them the money 5 days ago. It is obvious that they will use our money to do a lot of illegal things. They promised to give me all the funds today. Let's wait and see. I would never recommend anyone to use this platform to buy crypto. It is a stupid move.------------------------------------------------------------Three more days have passed. They have held my funds of about $100,000 without sending me any cryptocurrency. According to the agreement they gave me, the funds should have arrived in my account an hour ago. Whenever I ask about the funds, they will tell me that they are preparing the cryptocurrency. It has been prepared for about 10 days. It is an obvious fraud. I hope no one will be fooled.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,The person who I spoke to in support was extremely nice I have a 500 payment that was stuck! He put in a report for me ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Cryptodispensers is a really nice platform where you can easily buy and sell crypto. Just wow. Very smooth platform!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I loaded money on my account and after I gotten it loaded I wanted to buy Bitcoin and once i approved transaction,I was getting failed as In that there was an error, try again later but I tried every few hours and still the same and I need someone to help me out quickly because I am getting frustrated and I've called the support number but no answer even left message, please get back to me ASAP",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,It was a little bit of a learning curve but little by little I am figuring it ou,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,The whole experience went very smoothly. They are very nice and I was very happy. I will definitely use them again.Mary B,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,3,I think the app needs work.. it's constantly telling my people that they have to have id verified again or soothing like that,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,So as figured was emailed by then stating that this wouldn't happen again as far as my transactions failing and another emailing me to please retract my review so I gave it some thought and tried their service once more and wouldn't ya know Same thing happened been four hours now and still can't complete my transactions can't reach customer service via email nor phone not a good place maybe one day it will be but as of now my review stays at a star because negative wasn't an option ,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Such a mess, it keep showing failed when purchasing btc",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,great overall crypto merchant to purchase from!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,They are legit and have great customer service ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,There bonus and easy way to scan the bar code at self checkout,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,I love the app easy to you use anyone can do it,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"quick, easy, reliable",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"the rapidly evolving landscape of digital finance, one innovation stands out as a beacon of convenience and efficiency - the crypto dispenser. These sleek and cutting-edge machines have revolutionized the way we interact with cryptocurrencies, offering a seamless and user-friendly experience that is sure to shape the future of transactions.At first glance, the crypto dispenser impresses with its modern design and intuitive interface. With a few simple taps on the touchscreen, users can easily buy or sell a variety of cryptocurrencies, making it accessible even to those unfamiliar with the intricacies of digital assets. The process is quick and streamlined, providing a hassle-free way to engage with the world of crypto.What truly sets crypto dispensers apart, however, is their commitment to security and transparency. Powered by blockchain technology, these machines offer a level of trust and reliability that is unparalleled in traditional financial systems. Transactions are recorded on the blockchain, ensuring a tamper-proof record of every exchange. This level of transparency not only inspires confidence in users but also reflects the ethos of decentralization that underpins the crypto movement.Furthermore, crypto dispensers are not just tools for buying and selling digital assets; they are symbols of a new era of financial empowerment. By providing access to cryptocurrencies in a physical, real-world setting, these machines are breaking down barriers and democratizing finance for all. Whether you're a seasoned crypto enthusiast or a curious newcomer, the crypto dispenser welcomes you with open arms, offering a gateway to a more inclusive and equitable financial future.In conclusion, the rise of crypto dispensers marks a significant milestone in the journey towards a more decentralized and accessible financial system. With their seamless user experience, robust security features, and commitment to financial empowerment, these machines are poised to shape the way we transact for years to come. Embrace the future of finance with crypto dispensers - your gateway to a world of possibilities.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Very great investment made easy,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,So lovely but please can you make the transaction fees not up to 11%,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,AWESOME HOW FAST IT LOADED IT IN MY WALLET,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"i have a good experience with crypto dispensers, a friend of mine introduce me to this company, I was having doubts about the idea but when i gave it a trial, i realize that it was the greatest experience i have had, Thank you to my friend Linda and thank you to crypto dispensers for this wonderful experience.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,It was amazing I transferred my bonus and it worked,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,Transaction still unconfirmed after 5 hours of purchasing my BTC,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Easy,fast and convenient ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Everything went very well. Didn't have any problems. ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,I have had nothing but wonderful experiences with Crypto Dispensers. ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,This is most definitely a great app with great opportunities,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I was amazed how easy step by step this was,I'm pleased with the help on the site.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,This was the easiest transaction ever!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Cryptodispensers is absolutely amazing. Their customer support and platform is awesome. Definitely recommend!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,3,It took a long time and many emails to get my account figured out,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"not bad, if you need fast transaction",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,Bought btc 8 hours ago and still nothing….,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Fast and efficient service. Very helpful!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,I thought it was easy nice and convenient,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Super easy, by far best experience",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Super great service ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Yea please please let me know when I can do anything please please,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Fixing the panel fast,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Really easy experience. User interface very easy.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,3,It took about 3 to 4 hours to show up in wallet.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Findly everything went smoothly and done with in a few minutes.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,Took my money closed my account ,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,One of the most user friendly out there. Love it!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,I Maria rios had a great experience definitely recommend ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Did very well ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,First time trying this. So far so good,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Amazing site I love it!!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Great Experience, Responsive Customer Care and Quality Services",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Accessible, knowledgeable and friendly.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Good to use and easy ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Great affordable transfer ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Your promotions ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,This was the easiest bonus ever i will be using this company for sure,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,An excellent system for multiplying bitcoins. Recommend to use,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Very smooth system and extremely easy to make deposits with cash sh locations like cvs. Just wish fee was a little lower. But all in all great system and I use it at least every 1-2 weeks do send btc to my wallet. Thanks,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,I love the experience with the professors will definitely use again maybe my main source of buying Bitcoin at this point definitely trust and use them very convenient and use a CVS in Wilkesboro,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Once I figured it out and got a wallet compatible with the site, everything worked well",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,Good to work with. Fast service.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Thank you and I am very pleased with Crypto Dispenser!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,"For days now i can’t login to the crypto dispensers website, and when i logged in the alternative website it won’t allow me change my Bitcoin wallet. I can’t access my funds on the account. It doesn’t use to be like this before.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,So lovely since I started using this crypto dispenser.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Quick and easy to do,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I recently stumbled across this service and deposited $115.00 today at a CVS PHARMACY literally next door to my apartment. I must say this was the smoothest Bitcoin purchase by far with no hassles and no holdups. You choose deposit cash to account, they send you an email with a scannable barcode. Take that to the cashier and load anywhere from. $20-$500 as well as a $4.95 processing fee. The money was instantly on my account but took 15 min to clear. Then I purchased my Bitcoin and it sent to my wallet immediately and my wallet verified the deposit and is waiting for the blockchain to finalize it. Super simple and duper easy. The only bad thing I must say is $12 fee for a $120 purchase was a little steep but overall very easy and i will use this method from now on. Today is 3-11-21 and this is a real and truthful statement. My names Ryan from Palm Springs.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,AwesomeNow I know how to do itThanks Coach,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I don't remember ever having issues with your service. The only thing that is a bit irritating is the $500 limit per transaction and having to pay extra fees at both ends. You provide the service you advertise and it works. The low daily and weekly limits are not something to keep me coming back because it wastes money. But again, you do provide what you say you will. And you do answer questions promptly. Thus the five stars.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,"Everything good but I don't understand why it takes so long after the money is taken out of my bank account, to be put into my CD account. 10 days ?Why the delay ? Other than that, everything's cool.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Love it the only thing is that I did all the security checks & it says my account is linked. When I try to make a deposit it doesn't work. Otherwise this is a 5star site,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,Happy to have more options. Faster the better. In store deposits take no more than three minutes. Just wish the fee wasn’t so high. But it’s part of the connivence,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,It is fast and amazing no problems simple and easy,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,3,It should have told me it was gonna cost me 13$ to add bitcoin to my wallet.  Plus the 4.95$ cash loading at cvs.   And now I will be charged by coinbase to send bitcoins to someone else.  Funkn robbery. Very disappointed overall,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,This is the best company to buy bitcoin I have ever used its fast easy safe.And if you have a problem they are quick to fix it.Truly a well trusted and great company to buy from!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Great system,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,"it would help to have full transaction(TX) info .. for all purchase / sends of BTC,LTC,ETH .. etc.. beyond that keep doing what your doing Also and ADD MORE COINS !!!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,3,I think the appearance of your app is nice but tutorials and FAQ are lacking. Customer service by telephone is unobtainable with nothing but an automated response. I have sent three emails asking for help with how to properly transfer funds to someone's account and cash out funds I inadvertantly apparently gave to myself so I can send the funds properly. I would like you to be my primary source as a Bitcoin ATM and crypto currency service but you are useless without proper instructions.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Always having problems with the website being down.  When I had the barcode emailed to me, it never worked.  It did work when I had it text to me for a little while but, then I needed to send more money and for 3 days I would generate a bar code bring it to the store, the store would ring it up, I would pay, then it gave the cashier a message that the barcode was not valid so, they had to delete the transaction. So, I was never able to do the transaction.  It happened at both CVS and Rite Aid.  So I went and got a new account with another company and was able to buy the bite coins I needed to send.  I will never use Crypto Dispensers again and will never recommend to anyone.  Worst experience I haver had using any website.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,i give them 5 stars every good and wouldnt trust anyone else,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,2,They can improve by giving to the poor every now and then on thanks giving,Company has responded to this review.
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,WOW! I bought bitcoin on their website as a first time user in 5 minutes. I was pleasantly surprised they let me withdraw it to my external wallet right away too. Most exchanges have given me issues paying with my Wells Fargo bank account but Anytime Capital had no issues. The fees are pretty average so I plan on returning to buy more crypto. I prefer this over coinbase as those guys fees have been crazy lately.I heard that they have ATM's too so I may try that next time since I am local in Atlanta.,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,"Hardest part of crypto currency is guidance and education on the process while having security over my funds. Finally, I’ve found the only place I trust to purchase my crypto with full in-person resources and guidance on site.  ",
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,"Bought bitcoin at their storefront in Atlanta. The place was very nice and comfortable. The process was very easy, and I saw my bitcoin in my wallet instantly. I would buy bitcoin from here again!",
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,It’s great to see a platform that genuinely cares about its users’ security.,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,The live chat feature is super helpful for getting quick answers.,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,Took 5 minutes to verify myself and then I bought some Bitcoin and USDT,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,"Professional, secure and easy experience. I highly recommend this authentic business as trustworthy! I will not be doing my crypto business anywhere else.",
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,The quick purchase feature for Bitcoin is a game changer. Got my crypto in less than 10 minutes.,
